Date,above_20,above_50,above_200
2023-07-20,29.545454545454547,27.500000000000004,
2023-07-21,30.735930735930733,27.608695652173914,
2023-07-24,21.96969696969697,21.630434782608695,
2023-07-25,21.96969696969697,22.065217391304348,
2023-07-26,12.770562770562771,15.760869565217392,
2023-07-27,19.047619047619047,19.782608695652172,
2023-07-28,21.753246753246753,20.32608695652174,
2023-07-31,31.16883116883117,23.91304347826087,
2023-08-01,40.25974025974026,27.391304347826086,
2023-08-02,35.28138528138528,25.543478260869566,
2023-08-03,34.307359307359306,25.65217391304348,
2023-08-04,41.55844155844156,28.913043478260867,
2023-08-07,41.883116883116884,28.47826086956522,
2023-08-08,35.60606060606061,26.92725298588491,
2023-08-09,41.77489177489178,29.609544468546638,
2023-08-10,49.02597402597403,33.51409978308026,
2023-08-11,56.81818181818182,36.117136659436014,
2023-08-14,51.19047619047619,34.164859002169194,
2023-08-16,37.44588744588744,26.89804772234273,
2023-08-17,30.08658008658009,24.40347071583514,
2023-08-18,30.41125541125541,24.295010845986983,
2023-08-21,32.142857142857146,25.813449023861175,
2023-08-22,31.926406926406926,26.572668112798265,
2023-08-23,30.303030303030305,25.59652928416486,
2023-08-24,34.74025974025974,27.765726681127983,
2023-08-25,33.62162162162162,28.463203463203463,
2023-08-28,44.972972972972975,33.874458874458874,
2023-08-29,54.81081081081081,37.66233766233766,
2023-08-30,57.729729729729726,40.04329004329004,
2023-08-31,54.16216216216216,40.58441558441558,
2023-09-01,51.567567567567565,38.41991341991342,
2023-09-04,53.2972972972973,39.935064935064936,
2023-09-05,50.16216216216216,38.961038961038966,
2023-09-06,44.648648648648646,37.98701298701299,
2023-09-07,34.37837837837838,32.03463203463203,
2023-09-08,44.21621621621622,37.22943722943723,
2023-09-11,50.810810810810814,41.23376623376623,
2023-09-12,44.432432432432435,37.66233766233766,
2023-09-13,40.43243243243243,36.47186147186147,
2023-09-14,47.02702702702703,41.34199134199134,
2023-09-15,55.507559395248386,47.4025974025974,
2023-09-18,52.48380129589633,45.34632034632035,
2023-09-19,47.19222462203024,43.61471861471862,
2023-09-20,44.49244060475162,42.316017316017316,
2023-09-21,29.265658747300215,33.44155844155844,
2023-09-22,26.457883369330453,32.142857142857146,
2023-09-25,24.190064794816415,30.1948051948052,
2023-09-26,16.846652267818573,24.891774891774894,
2023-09-27,20.086393088552914,26.731601731601735,
2023-10-04,12.203023758099352,19.37229437229437,
2023-10-05,11.339092872570195,18.29004329004329,
2023-10-06,16.630669546436287,21.1038961038961,
2023-10-10,15.442764578833692,20.12987012987013,
2023-10-11,20.518358531317496,24.350649350649352,
2023-10-12,26.565874730021598,26.515151515151516,
2023-10-13,27.429805615550755,25.405405405405407,
2023-10-16,23.542116630669547,23.56756756756757,
2023-10-17,29.697624190064797,26.378378378378383,
2023-10-18,32.50539956803456,28.10810810810811,
2023-10-19,21.57497303128371,22.486486486486488,
2023-10-20,15.857605177993527,17.945945945945947,
2023-10-23,13.484358144552319,15.567567567567567,
2023-10-24,19.093851132686083,17.72972972972973,
2023-10-25,28.37108953613808,21.72972972972973,21.092896174863387
2023-10-26,17.79935275080906,15.567567567567567,16.39344262295082
2023-10-27,19.41747572815534,16.324324324324323,17.04918032786885
2023-10-30,27.184466019417474,19.027027027027028,17.923497267759565
2023-10-31,23.624595469255663,17.62162162162162,17.48633879781421
2023-11-01,31.715210355987054,22.37837837837838,18.907103825136613
2023-11-02,40.51724137931034,23.783783783783786,21.639344262295083
2023-11-03,53.34051724137932,27.645788336933048,23.169398907103826
2023-11-06,74.13793103448276,38.01295896328294,26.120218579234972
2023-11-07,65.08620689655173,33.909287257019436,24.69945355191257
2023-11-08,62.06896551724138,33.04535637149028,24.371584699453553
2023-11-09,64.33189655172413,35.529157667386606,25.02732240437158
2023-11-10,57.650862068965516,33.477321814254864,24.153005464480877
2023-11-13,52.370689655172406,29.697624190064797,23.278688524590162
2023-11-14,64.87068965517241,35.63714902807775,24.808743169398905
2023-11-15,79.20258620689656,45.032397408207345,27.86885245901639
2023-11-16,80.81896551724138,47.840172786177106,29.617486338797818
2023-11-17,75.0,45.35637149028078,28.415300546448087
2023-11-20,80.17241379310344,51.295896328293736,29.94535519125683
2023-11-21,84.375,56.15550755939525,32.021857923497265
2023-11-22,83.83620689655173,59.71922246220303,33.005464480874316
2023-11-23,81.14224137931035,60.58315334773218,32.131147540983605
2023-11-24,80.38793103448276,61.33909287257019,33.114754098360656
2023-11-27,73.8146551724138,60.259179265658744,33.98907103825137
2023-11-28,71.55172413793103,62.20302375809935,34.75409836065574
2023-11-29,63.146551724137936,59.395248380129594,33.224043715846996
2023-11-30,65.30172413793103,63.646170442286945,34.75409836065574
2023-12-01,62.06896551724138,61.165048543689316,36.17486338797814
2023-12-04,62.06896551724138,63.32254584681769,36.721311475409834
2023-12-05,58.620689655172406,62.45954692556634,36.39344262295082
2023-12-06,57.974137931034484,64.72491909385113,37.267759562841526
2023-12-07,55.2801724137931,62.7831715210356,37.049180327868854
2023-12-08,58.51293103448276,65.69579288025889,37.923497267759565
2023-12-11,58.4051724137931,68.50053937432578,39.45355191256831
2023-12-12,58.189655172413794,69.25566343042071,38.46994535519126
2023-12-13,50.43103448275862,66.34304207119742,37.814207650273225
2023-12-14,52.7448869752422,68.85775862068965,38.68852459016394
2023-12-15,54.897739504843926,70.25862068965517,39.45355191256831
2023-12-18,56.88172043010753,70.36637931034483,39.89071038251366
2023-12-19,53.118279569892465,70.15086206896551,38.907103825136616
2023-12-20,62.58064516129033,74.35344827586206,40.98360655737705
2023-12-21,55.483870967741936,71.65948275862068,39.78142076502732
2023-12-22,57.096774193548384,73.92241379310344,40.65573770491803
2023-12-26,54.19354838709678,71.22844827586206,40.0
2023-12-27,38.81720430107527,59.48275862068966,34.31693989071039
2023-12-28,46.774193548387096,66.16379310344827,37.486338797814206
2024-01-02,50.0,62.60775862068966,37.704918032786885
2024-01-03,40.86021505376344,56.78879310344828,36.39344262295082
2024-01-04,36.12903225806451,54.418103448275865,35.40983606557377
2024-01-05,35.26881720430107,53.34051724137932,35.19125683060109
2024-01-08,35.483870967741936,50.53879310344828,34.20765027322405
2024-01-09,38.387096774193544,52.1551724137931,36.39344262295082
2024-01-10,36.02150537634409,49.46120689655172,35.84699453551913
2024-01-11,39.56989247311828,49.89224137931034,35.30054644808743
2024-01-12,33.44086021505376,45.150862068965516,33.66120218579235
2024-01-15,29.89247311827957,42.241379310344826,35.19125683060109
2024-01-16,25.6989247311828,37.28448275862069,32.677595628415304
2024-01-17,17.096774193548388,25.646551724137932,26.85589519650655
2024-01-18,18.817204301075268,25.754310344827587,27.62008733624454
2024-01-19,21.182795698924732,29.63362068965517,29.912663755458514
2024-01-22,21.827956989247312,27.586206896551722,28.27510917030568
2024-01-23,23.308270676691727,30.064655172413797,29.193899782135073
2024-01-24,21.804511278195488,27.262931034482758,27.450980392156865
2024-01-25,25.02685284640172,26.83189655172414,28.540305010893245
2024-01-26,29.21589688506982,28.987068965517242,28.86710239651416
2024-01-29,36.19763694951665,33.297413793103445,32.13507625272331
2024-01-30,41.245972073039745,36.167922497308936,33.551198257080614
2024-01-31,41.35338345864661,34.55328310010764,32.391304347826086
2024-02-01,51.34264232008593,45.59139784946237,38.69565217391304
2024-02-02,60.580021482277125,52.68817204301075,42.5
2024-02-05,59.93555316863588,52.473118279569896,42.391304347826086
2024-02-06,57.78732545649839,49.46236559139785,40.0
2024-02-07,62.513426423200855,52.903225806451616,42.71739130434782
2024-02-08,63.90977443609023,53.76344086021505,43.913043478260875
2024-02-13,70.89151450053706,57.31182795698925,45.76086956521739
2024-02-14,70.89151450053706,55.91397849462365,44.130434782608695
2024-02-15,70.46186895810956,54.83870967741935,43.80434782608696
2024-02-16,75.93984962406014,59.67741935483871,46.41304347826087
2024-02-19,80.88077336197637,63.655913978494624,49.02173913043478
2024-02-20,76.26208378088077,63.11827956989248,48.369565217391305
2024-02-21,72.50268528464017,60.43010752688171,46.630434782608695
2024-02-22,67.45435016111708,58.387096774193544,47.391304347826086
2024-02-23,61.76154672395274,56.236559139784944,46.630434782608695
2024-02-26,48.97959183673469,53.333333333333336,44.23913043478261
2024-02-27,33.08270676691729,44.623655913978496,40.869565217391305
2024-02-28,36.30504833512352,47.74193548387097,41.73913043478261
2024-02-29,33.619763694951665,45.16129032258064,41.84782608695652
2024-03-04,34.371643394199786,45.16129032258064,41.84782608695652
2024-03-05,30.71965628356606,43.333333333333336,40.32608695652174
2024-03-06,29.001074113856067,42.04301075268817,40.43478260869565
2024-03-07,28.141783029001072,39.89247311827957,38.58695652173913
2024-03-08,31.364124597207304,41.67561761546724,39.67391304347826
2024-03-11,28.4640171858217,40.6015037593985,40.0
2024-03-12,28.786251342642323,39.95703544575725,38.47826086956522
2024-03-13,29.860365198711065,41.245972073039745,39.67391304347826
2024-03-14,34.15682062298603,43.82384532760473,40.869565217391305
2024-03-15,32.33082706766917,42.534908700322234,40.43478260869565
2024-03-18,33.08270676691729,43.07196562835661,41.19565217391305
2024-03-19,31.041890440386684,42.64232008592911,39.565217391304344
2024-03-20,37.91621911922664,44.575725026852844,41.73913043478261
2024-03-21,46.723952738990334,48.5499462943072,43.648208469055376
2024-03-22,52.95381310418904,50.912996777658435,44.68546637744035
2024-03-25,51.4500537056928,50.805585392051555,45.01084598698482
2024-03-26,55.15021459227468,51.55746509129968,45.22776572668113
2024-03-27,53.32618025751073,50.805585392051555,45.119305856832966
2024-03-28,48.927038626609445,47.26100966702471,44.143167028199564
2024-03-29,41.84549356223176,41.67561761546724,42.624728850325376
2024-04-01,48.60515021459227,45.757250268528466,44.46854663774403
2024-04-02,40.343347639484975,41.13856068743287,43.38394793926248
2024-04-03,34.227467811158796,36.19763694951665,41.106290672451195
2024-04-04,35.1931330472103,36.09022556390977,42.19088937093275
2024-04-05,30.686695278969957,34.908700322234154,40.130151843817785
2024-04-08,26.824034334763947,32.33082706766917,38.20346320346321
2024-04-09,26.394849785407725,31.47153598281418,38.74458874458874
2024-04-11,24.570815450643778,28.356605800214822,37.22943722943723
2024-04-12,24.678111587982833,27.712137486573578,36.36363636363637
2024-04-15,23.390557939914164,26.100966702470462,35.38961038961039
2024-04-16,16.30901287553648,21.267454350161117,31.926406926406926
2024-04-17,17.27467811158798,20.83780880773362,31.70995670995671
2024-04-18,22.96137339055794,25.671321160042964,35.064935064935064
2024-04-19,19.742489270386265,23.630504833512354,33.549783549783555
2024-04-22,28.6480686695279,27.497314715359828,37.121212121212125
2024-04-23,32.29613733905579,29.108485499462944,37.77056277056277
2024-04-24,39.163090128755364,32.54564983888292,39.285714285714285
2024-04-25,40.02145922746781,31.041890440386684,40.04329004329004
2024-04-26,45.01607717041801,33.190118152524164,41.34199134199134
2024-04-29,63.022508038585215,40.38668098818475,43.18181818181818
2024-04-30,66.2379421221865,41.46079484425349,44.26406926406926
2024-05-02,66.13076098606645,41.78302900107411,43.93939393939394
2024-05-03,67.95284030010717,41.245972073039745,45.02164502164502
2024-05-07,73.41907824222936,44.79054779806659,45.34632034632035
2024-05-08,78.77813504823152,50.483351235230934,47.18614718614719
2024-05-09,74.81243301178992,49.194414607948445,46.64502164502164
2024-05-10,75.77706323687032,49.78540772532189,47.72727272727273
2024-05-13,70.63236870310826,48.712446351931334,47.4025974025974
2024-05-14,73.09753483386923,53.32618025751073,48.917748917748916
2024-05-16,75.88424437299035,56.75965665236051,51.082251082251084
2024-05-17,66.66666666666666,53.96995708154506,49.02597402597403
2024-05-20,63.9871382636656,54.613733905579394,49.458874458874455
2024-05-21,56.91318327974276,51.28755364806867,47.943722943722946
2024-05-22,54.448017148981776,51.072961373390555,48.80952380952381
2024-05-23,51.554126473740624,49.46351931330472,48.16017316017316
2024-05-24,43.729903536977496,46.3519313304721,46.7027027027027
2024-05-27,42.765273311897104,47.21030042918455,46.91891891891892
2024-05-28,42.443729903536976,46.88841201716738,46.91891891891892
2024-05-29,35.79849946409432,43.66952789699571,45.94594594594595
2024-05-30,29.903536977491964,39.91416309012876,43.24324324324324
2024-05-31,34.29796355841372,43.13304721030043,45.08108108108108
2024-06-03,44.90889603429796,50.96566523605151,48.75675675675676
2024-06-04,35.36977491961415,45.81545064377682,46.81081081081081
2024-06-05,35.54603854389722,46.3519313304721,47.24324324324324
2024-06-07,37.152034261241965,48.712446351931334,47.67567567567568
2024-06-10,37.79443254817988,48.06866952789699,48.10810810810811
2024-06-11,35.54603854389722,46.03004291845493,47.56756756756757
2024-06-12,38.97216274089936,48.712446351931334,48.54054054054054
2024-06-13,39.50749464668094,49.62486602357985,48.54054054054054
2024-06-14,39.50749464668094,48.55305466237942,48.75675675675676
2024-06-17,40.04282655246253,48.44587352625938,48.488120950323975
2024-06-18,40.471092077087796,48.98177920685959,47.94816414686825
2024-06-19,39.50749464668094,46.94533762057878,47.19222462203024
2024-06-20,45.93147751605996,50.053590568060024,47.51619870410367
2024-06-21,40.899357601713064,47.37406216505895,46.32829373650108
2024-06-24,33.61884368308351,42.336548767416936,44.70842332613391
2024-06-25,37.04496788008566,44.05144694533762,46.220302375809936
2024-06-26,34.68950749464668,42.443729903536976,44.81641468682505
2024-06-27,30.513918629550325,38.049303322615216,42.22462203023758
2024-06-28,36.50963597430407,41.37191854233655,45.35637149028078
2024-07-01,34.36830835117773,39.12111468381565,45.57235421166307
2024-07-02,29.1220556745182,34.726688102893895,41.68466522678186
2024-07-03,25.69593147751606,31.511254019292608,39.63282937365011
2024-07-04,29.657387580299787,34.29796355841372,41.252699784017274
2024-07-05,29.1220556745182,32.047159699892816,40.8207343412527
2024-07-08,32.54817987152035,34.51232583065381,42.44060475161987
2024-07-09,35.11777301927195,35.262593783494104,43.08855291576673
2024-07-10,36.29550321199144,36.548767416934616,44.49244060475162
2024-07-11,38.86509635974304,37.40621650589496,44.600431965442766
2024-07-12,40.68522483940043,38.47802786709539,45.415318230852215
2024-07-15,46.895074946466806,39.87138263665595,46.709816612729234
2024-07-16,46.680942184154176,40.943193997856376,45.9546925566343
2024-07-17,47.109207708779444,41.90782422293676,46.38619201725998
2024-07-18,43.46895074946467,39.61456102783726,44.66019417475729
2024-07-19,40.471092077087796,37.47323340471092,42.82632146709817
2024-07-22,33.40471092077088,32.76231263383298,41.53182308522114
2024-07-23,32.54817987152035,33.40471092077088,40.99244875943905
2024-07-24,32.22698072805139,32.76231263383298,40.88457389428263
2024-07-25,23.66167023554604,26.231263383297645,38.295577130528585
2024-07-26,31.65775401069519,30.94218415417559,40.19396551724138
2024-07-29,39.57219251336899,35.01070663811563,41.918103448275865
2024-07-30,34.11764705882353,32.01284796573876,40.40948275862069
2024-07-31,39.67914438502674,36.402569593147746,42.133620689655174
2024-08-01,46.20320855614973,39.186295503211994,43.85775862068966
2024-08-02,23.74331550802139,26.231263383297645,37.93103448275862
2024-08-05,3.4224598930481283,7.494646680942184,19.82758620689655
2024-08-06,7.379679144385026,12.312633832976445,27.04741379310345
2024-08-07,13.568376068376068,17.66595289079229,29.52586206896552
2024-08-08,16.98717948717949,19.37901498929336,31.25
2024-08-09,22.756410256410255,22.483940042826553,33.728448275862064
2024-08-12,28.0982905982906,25.160599571734476,35.3448275862069
2024-08-13,29.166666666666668,25.267665952890795,34.59051724137931
2024-08-14,34.93589743589743,27.301927194860813,35.883620689655174
2024-08-16,42.628205128205124,29.871520342612417,36.314655172413794
2024-08-19,41.13247863247863,29.443254817987153,35.991379310344826
2024-08-20,50.641025641025635,33.40471092077088,37.39224137931034
2024-08-21,55.23504273504274,34.1541755888651,37.28448275862069
2024-08-22,50.641025641025635,31.263383297644538,35.775862068965516
2024-08-23,51.06837606837607,32.11991434689507,36.422413793103445
2024-08-26,50.95948827292111,33.61884368308351,35.991379310344826
2024-08-27,53.5181236673774,34.36830835117773,36.74568965517241
2024-08-28,49.57356076759062,31.905781584582442,35.237068965517246
2024-08-29,45.41577825159915,32.22698072805139,33.4051724137931
2024-08-30,52.771855010660985,33.40471092077088,34.80603448275862
2024-09-02,52.23880597014925,31.370449678800856,33.83620689655172
2024-09-03,49.57356076759062,34.1541755888651,34.26724137931034
2024-09-04,28.14498933901919,23.87580299785867,29.41810344827586
2024-09-05,25.79957356076759,24.62526766595289,29.094827586206897
2024-09-06,18.976545842217483,20.449678800856532,26.83189655172414
2024-09-09,18.550106609808104,21.92513368983957,26.480086114101187
2024-09-10,19.402985074626866,21.92513368983957,27.125941872981702
2024-09-11,17.16417910447761,19.893048128342247,25.913978494623656
2024-09-12,23.773987206823026,24.598930481283425,28.279569892473116
2024-09-13,32.80085197018104,29.09090909090909,30.752688172043012
2024-09-19,38.871139510117146,31.44385026737968,31.397849462365592
2024-09-20,45.580404685835994,34.973262032085564,32.795698924731184
2024-09-23,47.284345047923324,34.75935828877005,31.505376344086024
2024-09-24,56.975505857295,38.88888888888889,33.655913978494624
2024-09-25,56.443024494142705,36.324786324786324,32.903225806451616
2024-09-26,68.15761448349308,44.123931623931625,35.80645161290323
2024-09-27,69.1160809371672,45.83333333333333,36.666666666666664
2024-09-30,57.82747603833865,38.46153846153847,33.33333333333333
2024-10-02,45.367412140575084,32.69230769230769,30.430107526881724
2024-10-04,47.390841320553776,34.294871794871796,31.182795698924732
2024-10-07,57.50798722044729,41.02564102564102,31.93548387096774
2024-10-08,53.567625133120345,37.39316239316239,31.182795698924732
2024-10-10,53.99361022364217,39.52991452991453,31.72043010752688
2024-10-11,52.928647497337586,40.491452991452995,31.61290322580645
2024-10-14,51.43769968051119,42.0940170940171,32.15053763440861
2024-10-15,50.58572949946751,43.49680170575693,32.795698924731184
2024-10-16,45.473908413205535,42.430703624733475,32.043010752688176
2024-10-17,41.32055378061768,40.93816631130064,31.93548387096774
2024-10-18,37.06070287539936,38.272921108742004,30.53763440860215
2024-10-21,37.167199148029816,39.6588486140725,31.72043010752688
2024-10-22,28.541001064962728,34.00852878464819,30.290010741138563
2024-10-23,28.328008519701807,35.07462686567165,28.678839957035446
2024-10-24,27.263045793397232,32.08955223880597,29.32330827067669
2024-10-25,24.38764643237487,30.597014925373134,27.926960257787325
2024-10-28,29.179978700745473,33.47547974413646,29.32330827067669
2024-10-29,30.425531914893618,33.04904051172708,29.430719656283564
2024-10-30,31.27659574468085,31.769722814498934,29.96777658431794
2024-10-31,34.361702127659576,34.64818763326226,29.430719656283564
2024-11-01,28.191489361702125,32.72921108742004,27.926960257787325
2024-11-04,37.87234042553192,35.78274760383386,29.430719656283564
2024-11-05,41.59574468085106,37.273695420660275,30.290010741138563
2024-11-06,40.1063829787234,37.273695420660275,29.96777658431794
2024-11-07,38.297872340425535,37.167199148029816,29.64554242749731
2024-11-08,38.297872340425535,35.88924387646432,29.108485499462944
2024-11-11,27.23404255319149,30.138445154419596,27.06766917293233
2024-11-12,19.25531914893617,22.257720979765708,23.8453276047261
2024-11-13,11.914893617021278,16.719914802981894,20.30075187969925
2024-11-14,15.53191489361702,19.169329073482427,21.697099892588614
2024-11-15,18.19148936170213,20.66027689030884,22.341568206229862
2024-11-18,22.872340425531913,23.74866879659212,23.523093447905477
2024-11-19,24.680851063829788,24.17465388711395,23.09344790547798
2024-11-20,27.76595744680851,23.85516506922258,23.8453276047261
2024-11-21,28.936170212765955,25.559105431309902,24.06015037593985
2024-11-22,33.61702127659574,26.517571884984026,24.2749731471536
2024-11-25,38.82978723404255,29.28647497337593,25.13426423200859
2024-11-26,42.340425531914896,31.52289669861555,25.671321160042964
2024-11-27,42.02127659574468,31.309904153354633,25.671321160042964
2024-11-28,47.02127659574468,32.694355697550584,26.100966702470462
2024-11-29,36.06382978723404,29.179978700745473,24.919441460794843
2024-12-02,30.21276595744681,24.920127795527154,22.986036519871107
2024-12-03,41.976620616365565,30.77742279020234,26.96025778732546
2024-12-04,33.36875664187035,25.878594249201274,24.06015037593985
2024-12-05,25.292242295430395,20.55378061767838,20.83780880773362
2024-12-06,21.572794899043572,19.808306709265175,20.0859291084855
2024-12-09,10.945802337938364,13.525026624068156,17.078410311493016
2024-12-10,23.16684378320935,19.148936170212767,21.482277121374864
2024-12-11,39.957492029755585,28.297872340425535,24.489795918367346
2024-12-12,48.14027630180659,32.659574468085104,26.638023630504833
2024-12-13,57.49202975557917,35.851063829787236,28.141783029001072
2024-12-16,59.4048884165781,37.02127659574468,27.497314715359828
2024-12-17,59.93623804463337,36.59574468085106,27.712137486573578
2024-12-18,65.35600425079703,41.06382978723404,28.141783029001072
2024-12-19,53.347502656748134,36.38297872340426,27.145922746781114
2024-12-20,43.03931987247609,31.48936170212766,25.643776824034337
2024-12-23,57.917109458023376,38.82978723404255,27.145922746781114
2024-12-24,57.279489904357064,39.787234042553195,27.360515021459225
2024-12-26,53.45377258235919,38.08510638297872,26.824034334763947
2024-12-27,28.662420382165603,25.957446808510635,21.566523605150216
2024-12-30,32.802547770700635,25.53191489361702,21.67381974248927
2025-01-02,35.56263269639066,28.191489361702125,21.244635193133046
2025-01-03,50.318471337579616,32.4468085106383,22.746781115879827
2025-01-06,57.85562632696391,39.361702127659576,23.819742489270386
2025-01-07,58.59872611464968,39.57446808510638,24.034334763948497
2025-01-08,58.067940552016985,42.23404255319149,24.570815450643778
2025-01-09,51.38004246284501,43.51063829787234,24.78540772532189
2025-01-10,54.45859872611465,44.46808510638298,25.0
2025-01-13,46.07218683651805,40.53191489361702,24.463519313304722
2025-01-14,48.30148619957537,43.40425531914894,24.892703862660944
2025-01-15,43.37221633085896,40.319148936170215,24.78540772532189
2025-01-16,50.05302226935313,45.1063829787234,25.858369098712448
2025-01-17,51.21951219512195,46.1211477151966,26.931330472103003
2025-01-20,51.537645811240715,47.39638682252922,26.609442060085836
2025-01-21,48.568398727465535,46.75876726886291,26.931330472103003
2025-01-22,47.77542372881356,47.07757704569607,27.57510729613734
2025-01-23,38.66525423728814,42.18916046758767,26.473740621650588
2025-01-24,42.05508474576271,44.845908607863976,27.009646302250808
2025-01-31,38.983050847457626,42.93304994686504,26.152197213290464
2025-02-03,24.576271186440678,31.0308182784272,23.579849946409432
2025-02-04,29.76694915254237,37.40701381509033,25.937834941050376
2025-02-05,31.991525423728813,40.06376195536664,26.366559485530544
2025-02-06,41.73728813559322,46.1211477151966,27.438370846730976
2025-02-07,38.8771186440678,43.676939426142404,26.902465166130764
